id,name,source,prescription_required,retail_price,discounted_price,manufacturer,packaging_form,salts,quantity_num,cluster
source_1-144843,nimulid ath 4 tablet 10,source_1,True,174.0,153.1,mankind pharma pvt ltd,Strip | Tablet,aceclofenac 100mg thiocolchicoside 4mg,10.0,27
source_1-144844,nimulid ath 8 tablet 10,source_1,True,264.5,232.8,mankind pharma pvt ltd,Strip | Tablet,aceclofenac 100mg thiocolchicoside 8mg,10.0,27
source_7-206610,nimulid d 200mg tablet,source_7,True,37.5,36.4,mankind pharma ltd,Unknown,nimesulide 200mg,10.0,23
source_6-176550,nimulid d 200mg tablet,source_6,True,38.46,33.84,mankind pharmaceuticals ltd,STRIP,nimesulide 200 0 mg,10.0,23
source_2-85069,nimulid ef tablet,source_2,True,44.28,36.31,panacea biotec ltd,Unknown,nimesulide na,15.4,23
source_6-176551,nimulid ef tablet 2,source_6,True,5.9,5.9,mankind pharmaceuticals ltd,STRIP,nimesulide,2.0,23
source_6-176552,nimulid er tablet,source_6,True,77.1,67.85,mankind pharmaceuticals ltd,STRIP,nimesulide 200 0 mg,10.0,23
source_1-144845,nimulid er tab 10,source_1,False,73.0,64.24,panacea biotec ltd,Strip | Tablet,unknown,10.0,1
source_6-176553,nimulid hf strip 10 tablet,source_6,True,74.7,65.74,mankind pharmaceuticals ltd,STRIP,nimesulide 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,23
source_2-85070,nimulid hf tablet,source_2,True,61.8,50.68,panacea biotec ltd,Unknown,nimesulide 100mg paracetamol acetaminophen 325mg,24.0,23
source_1-144846,nimulid hf tablet,source_1,True,74.5,65.6,panacea biotec ltd,Strip | Tablet,nimesulide 100mg paracetamol 325mg,10.0,23
source_6-176554,nimulid md kid tablet,source_6,True,56.97,50.13,mankind pharmaceuticals ltd,STRIP,nimesulide 50 0 mg,10.0,23
source_6-176555,nimulid md strip 10 tablet,source_6,True,98.65,98.65,mankind pharmaceuticals ltd,STRIP,nimesulide 100 0 mg,10.0,23
source_6-176556,nimulid md strip 15 tablet,source_6,True,108.45,99.77,mankind pharmaceuticals ltd,STRIP,nimesulide 100 0 mg,15.0,23
source_2-85071,nimulid md tablet,source_2,True,108.45,88.93,panacea biotec ltd,Unknown,nimesulide 100mg,16.0,23
source_1-144847,nimulid md tablet 15,source_1,True,108.0,95.0,mankind pharma pvt ltd,Strip | Tablet,nimesulide 100mg,15.0,23
source_7-206613,nimulid md tablet orange,source_7,True,108.45,88.2,mankind pharma ltd,Unknown,nimesulide 100mg,15.0,23
source_2-85072,nimulid mr 100mg 2mg tablet,source_2,True,119.1,97.66,panacea biotec ltd,Unknown,nimesulide 100mg tizanidine 2mg,23.0,23
source_6-176557,nimulid mr tablet,source_6,True,119.1,104.81,mankind pharmaceuticals ltd,STRIP,nimesulide 100 0 mg tizanidine 2 0 mg,10.0,23
source_6-176558,nimulid nu gel 30gm,source_6,False,75.5,66.44,mankind pharmaceuticals ltd,TUBE,nimesulide 10 0 mg,30.0,23
source_2-85073,nimulid nugel,source_2,True,75.5,61.91,panacea biotec ltd,Unknown,nimesulide 10mg gm,33.8,23
source_2-85074,nimulid safe 75mg injection,source_2,True,17.0,13.94,panacea biotec ltd,Unknown,nimesulide 75mg,56.0,23
source_6-176559,nimulid safe 75mg injection 2ml,source_6,True,14.0,12.32,mankind pharmaceuticals ltd,AMPOULE,nimesulide 75 0 mg,2.0,23
source_2-85075,nimulid sp 100 mg 15 mg capsule,source_2,True,88.4,72.49,panacea biotec ltd,Unknown,nimesulide 100mg serratiopeptidase 15mg,28.0,23
source_6-176560,nimulid sp capsule,source_6,True,88.4,77.79,mankind pharmaceuticals ltd,STRIP,serratiopeptidase 15 0 mg nimesulide 100 0 mg,10.0,23
source_6-176561,nimulid strip 10 tablet,source_6,True,93.28,82.09,mankind pharmaceuticals ltd,STRIP,nimesulide 100 0 mg,10.0,23
source_7-206614,nimulid strong 1 spray,source_7,True,150.0,145.0,mankind pharma ltd,Unknown,nimesulide 1 w v,42.0,23
source_1-144848,nimulid strong pain relief gel 30 gm,source_1,False,132.0,116.2,mankind pharma pvt ltd,Tube | Gel,unknown,30.0,1
source_1-144849,nimulid strong pain relief spray 42 gm,source_1,False,150.0,132.0,mankind pharma pvt ltd,Bottle | Spray,unknown,42.0,1
source_7-206615,nimulid syrup,source_7,True,26.62,25.8,panacea biotec pharma ltd,Unknown,nimesulide 50mg 5ml,60.0,23
source_6-176562,nimulid syrup 30ml,source_6,True,12.57,11.06,mankind pharmaceuticals ltd,BOTTLE,nimesulide,30.0,23
source_6-176563,nimulid syrup 60ml,source_6,True,25.35,22.31,mankind pharmaceuticals ltd,BOTTLE,nimesulide 50 0 mg,60.0,23
source_2-85077,nimulid tablet,source_2,True,93.28,76.49,panacea biotec ltd,Unknown,nimesulide 100mg,36.2,23
source_1-144850,nimulid tablet 15,source_1,True,93.0,81.8,panacea biotec ltd,Strip | Tablet,nimesulide 100mg,15.0,23
source_7-206617,nimulid transgel,source_7,True,84.15,73.8,panacea biotec pharma ltd,Unknown,nimesulide 1 w w,30.0,23
source_1-144851,nimulid transgel 30 gm,source_1,True,76.5,67.3,panacea biotec ltd,Tube | Gel,nimesulide 1 w w,30.0,23
source_6-176564,nimulid tube 30gm transgel,source_6,False,84.15,77.42,mankind pharmaceuticals ltd,TUBE,nimesulide 10 0 mg,30.0,23
source_7-206618,nimulide p 100mg 325mg tablet,source_7,True,42.0,40.7,nasa pharmaceutical,Unknown,nimesulide 100mg paracetamol 325mg,10.0,23
source_6-61824,corsango d3 strip 15 tablet,source_6,False,223.0,223.0,hegde and hegde pharmaceuticals llp,STRIP,vitamin d3 cholecalciferol 500 0 iu elemental calcium 500 0 mg,15.0,30
source_2-32466,corsango d3 suspension,source_2,False,107.0,87.74,hegde and hegde pharmaceutical llp,Unknown,unknown,12.0,1
source_1-51787,corsango d3 suspension 100ml,source_1,False,125.0,110.0,hegde & hegde pharmaceutica llp,Bottle | Suspension,calcium 200mg vitamin d3 125iu,100.0,30
source_6-61825,corsango d3 suspension 100ml,source_6,False,125.0,110.0,hegde and hegde pharmaceuticals llp,BOTTLE,calcium carbonate 200 0 mg vitamin d3 cholecalciferol 125 0 iu,100.0,30
source_2-32467,corsango d3 tablet,source_2,False,203.0,203.0,hegde and hegde pharmaceutical llp,Unknown,unknown,22.0,1
source_1-51788,corsango d3 tablet 15,source_1,False,223.0,196.2,hegde & hegde pharmaceutica llp,Strip | Tablet,elemental calcium 500mg vitamin d3 500iu,15.0,30
source_7-263603,risdone 1mg liquid 60ml,source_7,True,148.43,121.71,intas pharmaceuticals ltd,BOTTLE,risperidone 1 mg,60.0,7
source_6-223422,risdone 1mg tablet,source_6,True,26.16,26.16,intas pharmaceuticals ltd,STRIP,risperidone 1 0 mg,10.0,7
source_7-263605,risdone 1mg tablet 10,source_7,True,29.33,24.05,intas pharmaceuticals ltd,STRIP,risperidone 1 mg,10.0,7
source_2-108794,risdone 1 tablet,source_2,True,23.06,18.91,intas pharmaceuticals ltd,Unknown,risperidone 1mg,18.2,7
source_7-263607,risdone 1 tablet 10,source_7,True,29.0,25.5,intas pharmaceuticals ltd,Strip | Tablet,risperidone 1mg,10.0,7
source_3-6901,risdone 2mg tab 1x10,source_3,True,50.18,42.65,intas pharmaceuticals ltd,Strip TABLET,risperidone 2 mg,10.0,7
source_6-223423,risdone 2mg tablet,source_6,True,41.84,36.82,intas pharmaceuticals ltd,STRIP,risperidone 2 0 mg,10.0,7
source_5-31150,risdone 2mg tablet 10,source_5,True,50.18,41.15,intas pharmaceuticals ltd,STRIP,risperidone 2 mg,10.0,7
source_2-108795,risdone 2 tablet,source_2,True,41.07,33.68,intas pharmaceuticals ltd,Unknown,risperidone 2mg,32.0,7
source_1-176595,risdone 2 tablet 10,source_1,True,50.0,44.0,intas pharmaceuticals ltd,Strip | Tablet,risperidone 2mg,10.0,7
source_3-6902,risdone 3mg tab 1x10,source_3,True,78.0,66.3,intas pharmaceuticals ltd,Strip TABLET,risperidone 3 mg,10.0,7
source_5-31151,risdone 3mg tablet 10,source_5,True,71.0,58.22,intas pharmaceuticals ltd,STRIP,risperidone 3 mg,10.0,7
source_6-223424,risdone 3mg tablet,source_6,True,78.0,78.0,intas pharmaceuticals ltd,STRIP,risperidone 3 0 mg,10.0,7
source_7-263609,risdone 3 tablet,source_7,True,78.0,68.4,intas pharmaceuticals ltd,Unknown,risperidone 3mg,10.0,7
source_1-176596,risdone 3 tablet 10,source_1,True,78.0,68.6,intas pharmaceuticals ltd,Strip | Tablet,risperidone 3mg,10.0,7
source_5-31152,risdone 4mg tablet 10,source_5,True,81.57,66.89,intas pharmaceuticals ltd,STRIP,risperidone 4 mg,10.0,7
source_6-223425,risdone 4mg tablet,source_6,True,72.75,72.75,intas pharmaceuticals ltd,STRIP,risperidone 4 0 mg,10.0,7
source_2-108797,risdone 4 tablet,source_2,True,64.12,52.58,intas pharmaceuticals ltd,Unknown,risperidone 4mg,38.0,7
source_1-176597,risdone 4 tablet 10,source_1,True,81.5,71.7,intas pharmaceuticals ltd,Strip | Tablet,risperidone 4mg,10.0,7
source_7-263611,risdone forte tablet,source_7,True,114.0,99.9,intas pharmaceuticals ltd,Unknown,risperidone 4mg trihexyphenidyl 2mg,10.0,6
source_6-223426,risdone forte tablet,source_6,True,95.5,95.5,intas pharmaceuticals ltd,STRIP,risperidone 4 0 mg trihexyphenidyl benzhexol hydrochloride 2 0 mg,10.0,6
source_1-176598,risdone forte tablet 10,source_1,True,114.0,100.3,intas pharmaceuticals ltd,Strip | Tablet,risperidone 4mg trihexyphenidyl 2mg,10.0,6
source_5-31153,risdone forte tablet 10,source_5,True,114.0,93.48,intas pharmaceuticals ltd,STRIP,risperidone 4 mg trihexyphenidyl 2 mg,10.0,6
source_7-263612,risdone liquid,source_7,True,148.43,128.7,intas pharmaceuticals ltd,Unknown,risperidone 1mg ml,60.0,7
source_1-176599,risdone liquid 60 ml,source_1,True,148.0,130.2,intas pharmaceuticals ltd,Bottle | Solution,risperidone 1mg,60.0,7
source_7-263613,risdone l tablet,source_7,True,85.0,72.9,intas pharmaceuticals ltd,Unknown,risperidone 2mg trihexyphenidyl 2mg,10.0,6
source_6-223427,risdone l tablet,source_6,True,85.0,85.0,intas pharmaceuticals ltd,STRIP,risperidone 2 0 mg trihexyphenidyl benzhexol hydrochloride 2 0 mg,10.0,6
source_1-176600,risdone l tablet 10,source_1,True,85.0,74.8,intas pharmaceuticals ltd,Strip | Tablet,risperidone 2mg trihexyphenidyl 2mg,10.0,6
source_5-31154,risdone l tablet 10,source_5,True,85.0,69.7,intas pharmaceuticals ltd,STRIP,risperidone 2 mg trihexyphenidyl 2 mg,10.0,6
source_6-223428,risdone mt 0 5mg tablet,source_6,True,33.5,28.47,intas pharmaceuticals ltd,STRIP,risperidone 0 5 mg,10.0,7
source_5-31155,risdone mt 0 5mg tablet 10,source_5,True,33.5,27.47,intas pharmaceuticals ltd,STRIP,risperidone 0 5 mg,10.0,7
source_1-176601,risdone mt 0 5 tablet 10,source_1,True,33.5,29.5,intas pharmaceuticals ltd,Strip | Tablet,risperidone 0 5mg,10.0,7
source_2-108801,risdone mt 0 5 tablet md,source_2,True,30.5,25.01,intas pharmaceuticals ltd,Unknown,risperidone 0 5mg,9.2,7
source_6-223429,risdone mt 1mg tablet,source_6,True,33.91,28.82,intas pharmaceuticals ltd,STRIP,risperidone 1 0 mg,10.0,7
source_1-176602,risdone mt 1mg tablet,source_1,True,33.5,29.5,intas pharmaceuticals ltd,Strip | Tablet,risperidone 1mg,10.0,7
source_5-31156,risdone mt 1mg tablet 10,source_5,True,33.91,27.81,intas pharmaceuticals ltd,STRIP,risperidone 1 mg,10.0,7
source_2-108802,risdone mt 1 tablet,source_2,True,32.75,26.86,intas pharmaceuticals ltd,Unknown,risperidone 1mg,9.2,7
source_3-6903,risdone mt 2mg tab 1x10,source_3,True,50.18,42.65,intas pharmaceuticals ltd,Strip,risperidone 2 mg,10.0,7
source_2-108803,risdone mt 2mg tablet,source_2,True,47.0,38.54,intas pharmaceuticals ltd,Unknown,risperidone 2mg,40.0,7
source_6-223430,risdone mt 2mg tablet,source_6,True,51.0,51.0,intas pharmaceuticals ltd,STRIP,risperidone 2 0 mg,10.0,7
source_5-31157,risdone mt 2mg tablet 10,source_5,True,50.18,35.13,intas pharmaceuticals ltd,STRIP,risperidone 2 mg,10.0,7
source_1-176603,risdone mt 2 tablet 10,source_1,True,50.0,44.0,intas pharmaceuticals ltd,Strip | Tablet,risperidone 2mg,10.0,7
source_2-108804,risdone plus tablet,source_2,True,59.5,48.79,intas pharmaceuticals ltd,Unknown,risperidone 3mg trihexyphenidyl benzhexol 2mg,21.0,6
source_6-223431,risdone plus tablet,source_6,True,71.0,71.0,intas pharmaceuticals ltd,STRIP,risperidone 3 0 mg trihexyphenidyl benzhexol hydrochloride 2 0 mg,10.0,6
source_1-176604,risdone plus tablet 10,source_1,True,85.0,74.8,intas pharmaceuticals ltd,Strip | Tablet,risperidone 3mg trihexyphenidyl 2mg,10.0,6
source_5-31158,risdone plus tablet 10,source_5,True,85.0,69.7,intas pharmaceuticals ltd,STRIP,risperidone 3 mg trihexyphenidyl 2 mg,10.0,6
source_6-223432,risdone suspension 60ml,source_6,True,130.37,130.37,intas pharmaceuticals ltd,BOTTLE,risperidone 1 0 mg,60.0,7
source_3-6904,risdone syp 60ml,source_3,True,148.43,126.17,intas pharmaceuticals ltd,Bottle SYRUP,risperidone 1 mg,60.0,7
source_6-172175,neovec 10mg dry vial 1 powder injection,source_6,True,109.5,96.36,neon laboratories ltd,DRY VIAL,vecuronium 10 0 mg,1.0,22
source_4-4074,neovec 10mg injection,source_4,True,122.75,104.0,neon laboratories ltd,VIAL,vecuronium bromide,1.0,22
source_6-172176,neovec 20mg injection,source_6,True,473.0,416.24,neon laboratories ltd,INJECTION,vecuronium bromide,20.0,22
source_1-142250,neovec 20mg inj,source_1,True,520.0,457.6,neon laboratories ltd,Vial | Injection,vecuronium 20mg,1.0,22
source_2-82905,neovec 4mg 2ml inj amp,source_2,True,90.5,74.21,neon laboratories ltd,Unknown,unknown,36.2,1
source_6-172177,neovec 4mg ampoule 1 powder injection,source_6,True,90.5,76.92,neon laboratories ltd,AMPOULE,vecuronium 4 0 mg,1.0,22
source_2-82906,neovec 4mg injection,source_2,True,135.0,110.7,neon laboratories ltd,Unknown,vecuronium 4mg,64.0,22
source_6-184554,oflomac 0 3 e e drop 5ml,source_6,True,19.05,19.05,macleods pharmaceuticals,BOTTLE,ofloxacin 0 3 dexamethasone 0 1,5.0,12
source_6-184555,oflomac 100mg strip 10 tablet,source_6,True,50.6,44.53,macleods pharmaceuticals,STRIP,ofloxacin 100 0 mg,10.0,12
source_3-5750,oflomac 100mg tab 1x10,source_3,True,50.6,43.01,macleods pharmaceuticals pvt ltd,Strip,ofloxacin 100 mg,10.0,12
source_7-215015,oflomac 100 tablet,source_7,True,61.05,52.92,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 100mg,10.0,12
source_1-149269,oflomac 100 tablet 10,source_1,True,61.0,53.7,macleods pharmaceuticals ltd,Strip | Tablet,ofloxacin 100mg,10.0,12
source_7-215016,oflomac 200mg infusion,source_7,True,137.5,119.7,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 200mg,100.0,12
source_6-184556,oflomac 200mg strip 10 tablet,source_6,True,88.5,80.53,macleods pharmaceuticals,STRIP,ofloxacin 200 0 mg,10.0,12
source_7-215017,oflomac 200 tablet,source_7,True,88.5,69.3,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 200mg,10.0,12
source_1-149270,oflomac 200 tablet 10,source_1,True,88.5,77.9,macleods pharmaceuticals ltd,Strip | Tablet,ofloxacin 200mg,10.0,12
source_6-184557,oflomac 300mg strip 10 tablet,source_6,True,146.3,130.21,macleods pharmaceuticals,STRIP,ofloxacin 300 0 mg,10.0,12
source_2-88887,oflomac 300 tablet,source_2,True,110.0,90.2,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 300mg,12.0,12
source_1-149271,oflomac 300 tablet 10,source_1,True,146.0,128.5,macleods pharmaceuticals ltd,Strip | Tablet,ofloxacin 300mg,10.0,12
source_6-184558,oflomac 400mg strip 10 tablet,source_6,True,139.7,122.94,macleods pharmaceuticals,STRIP,ofloxacin 400 0 mg,10.0,12
source_3-5751,oflomac 400mg tab 1x10,source_3,True,153.0,130.05,macleods pharmaceuticals pvt ltd,Strip,ofloxacin 400 mg,10.0,12
source_2-88888,oflomac 400 tablet,source_2,True,127.0,104.14,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 400mg,44.2,12
source_1-149272,oflomac 400 tablet 10,source_1,True,184.5,162.4,macleods pharmaceuticals ltd,Strip | Tablet,ofloxacin 400mg,10.0,12
source_1-149273,oflomac 50 oral solution 60 ml,source_1,True,72.5,63.8,macleods pharmaceuticals ltd,Bottle | Oral Solution,ofloxacin 50mg,60.0,12
source_1-149274,oflomac cx 100dt tablet 10,source_1,True,70.0,61.6,macleods pharmaceuticals ltd,Strip | Tablet,cefixime 100mg ofloxacin 100mg,10.0,12
source_7-215020,oflomac cx 100mg 100mg tablet dt,source_7,True,77.0,74.7,macleods pharmaceuticals pvt ltd,Unknown,cefixime 100mg ofloxacin 100mg,10.0,12
source_6-184559,oflomac cx 100mg dt strip 10 tablet,source_6,True,88.5,77.88,macleods pharmaceuticals,STRIP,ofloxacin 100 0 mg cefixime 100 0 mg,10.0,12
source_2-88889,oflomac cx 200 mg 200 mg tablet,source_2,True,145.0,118.9,macleods pharmaceuticals pvt ltd,Unknown,cefixime 200mg ofloxacin 200mg,17.0,12
source_6-184560,oflomac cx 200mg strip 10 tablet,source_6,True,192.0,192.0,macleods pharmaceuticals,STRIP,cefixime 200 0 mg ofloxacin 200 0 mg,10.0,12
source_6-184561,oflomac cx bottle 30ml dry syrup,source_6,True,43.6,38.37,macleods pharmaceuticals,BOTTLE,cefixime ofloxacin,30.0,12
source_7-215022,oflomac cx dry syrup,source_7,True,46.0,44.6,macleods pharmaceuticals pvt ltd,Unknown,cefixime 50mg 5ml ofloxacin 50mg 5ml,30.0,12
source_6-184562,oflomac dx bottle 5ml eye ear drop,source_6,True,7.51,7.51,macleods pharmaceuticals,BOTTLE,ofloxacin 0 3 dexamethasone 0 1,5.0,12
source_7-215023,oflomac dx eye ear drop,source_7,True,7.51,7.3,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 0 3 dexamethasone 0 1,5.0,12
source_1-149275,oflomac eye ear drop,source_1,True,19.05,16.764,macleods pharmaceuticals ltd,Bottle | Eye/Ear Drops,ofloxacin 0 3 w v,5.0,12
source_6-184563,oflomac forte bottle 30ml oral solution,source_6,True,71.25,62.7,macleods pharmaceuticals,BOTTLE,ofloxacin 100 0 mg 5ml,30.0,12
source_2-88892,oflomac forte oral solution,source_2,True,59.0,48.38,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 100mg 5ml,21.0,12
source_1-149276,oflomac forte oral solution 30 ml,source_1,True,71.0,62.5,macleods pharmaceuticals ltd,Bottle | Oral Solution,ofloxacin 100mg,30.0,12
source_1-149277,oflomac forte oral solution 60 ml,source_1,True,156.5,137.7,macleods pharmaceuticals ltd,Bottle | Oral Solution,ofloxacin 100mg,60.0,12
source_6-184564,oflomac injection 100ml,source_6,True,125.4,106.59,macleods pharmaceuticals,BOTTLE,ofloxacin 200 0 mg,100.0,12
source_1-149278,oflomac iv 100ml,source_1,True,137.5,121.0,macleods pharmaceuticals ltd,Bottle | Infusion,ofloxacin 200mg sodium chloride 0 9g,100.0,12
source_7-215027,oflomac iv 200mg infusion,source_7,True,79.0,76.6,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 200mg,200.0,12
source_6-184565,oflomac bottle 30ml suspension,source_6,True,45.68,45.68,macleods pharmaceuticals,BOTTLE,ofloxacin 50 0 mg 5ml metronidazole 100 0 mg 5ml,30.0,12
source_6-184566,oflomac bottle 60ml suspension,source_6,True,62.7,55.18,macleods pharmaceuticals,BOTTLE,ofloxacin 50 0 mg 5ml metronidazole 100 0 mg 5ml,60.0,12
source_7-215028,oflomac forte suspension,source_7,True,88.25,78.3,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 100mg 5ml metronidazole 200mg 5ml,60.0,12
source_6-184567,oflomac forte suspension 30ml,source_6,True,46.18,46.18,macleods pharmaceuticals,BOTTLE,ofloxacin 100 0 mg 5ml metronidazole 200 0 mg 5ml,30.0,12
source_1-149279,oflomac forte suspension 60 ml,source_1,True,88.0,77.4,macleods pharmaceuticals ltd,Bottle | Suspension,metronidazole 200mg ofloxacin 100mg,60.0,12
source_6-184568,oflomac forte suspension 60ml,source_6,True,88.25,77.66,macleods pharmaceuticals,BOTTLE,ofloxacin 100 0 mg 5ml metronidazole 200 0 mg 5ml,60.0,12
source_1-149280,oflomac forte syrup 30 ml,source_1,True,80.0,70.4,macleods pharmaceuticals ltd,Bottle | Syrup,ofloxacin 100mg metronidazole,30.0,12
source_7-215029,oflomac suspension,source_7,True,62.7,54.9,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 50mg 5ml metronidazole 100mg 5ml,60.0,12
source_1-149281,oflomac suspension 30 ml,source_1,True,62.5,55.0,macleods pharmaceuticals ltd,Bottle | Suspension,metronidazole 100mg ofloxacin 50mg,30.0,12
source_1-149282,oflomac suspension 60 ml,source_1,True,62.5,55.0,macleods pharmaceuticals ltd,Bottle | Suspension,metronidazole 100mg ofloxacin 50mg,60.0,12
source_7-215030,oflomac tablet,source_7,True,11.13,10.8,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin na metronidazole na,10.0,12
source_6-184569,oflomac tablet,source_6,True,11.13,11.13,macleods pharmaceuticals,STRIP,ofloxacin 200 0 mg metronidazole 600 0 mg,10.0,12
source_6-184570,oflomac mn suspension 30ml,source_6,True,29.73,29.73,macleods pharmaceuticals,BOTTLE,metronidazole ofloxacin,30.0,12
source_6-184571,oflomac mn suspension 60ml,source_6,True,209.25,209.25,macleods pharmaceuticals,BOTTLE,metronidazole ofloxacin,60.0,12
source_2-88897,oflomac mn syrup,source_2,True,44.41,36.42,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 50mg 5ml metronidazole 100mg 5ml,5.4,12
source_1-149283,oflomac mn syrup 60 ml,source_1,True,72.5,63.8,macleods pharmaceuticals ltd,Bottle | Syrup,metronidazole 100mg ofloxacin 50mg,60.0,12
source_6-184572,oflomac od 100 mg strip 10 tablet,source_6,True,34.37,30.25,macleods pharmaceuticals,STRIP,ofloxacin 100 0 mg,10.0,12
source_2-88898,oflomac od 100mg tablet,source_2,True,34.37,28.18,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 100mg,18.8,12
source_7-215033,oflomac od 400mg tablet,source_7,True,52.11,50.5,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 400mg,5.0,12
source_6-184573,oflomac od tablet,source_6,True,52.11,45.86,macleods pharmaceuticals,STRIP,ofloxacin 400 0 mg,5.0,12
source_2-88900,oflomac oral solution,source_2,True,30.0,24.6,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 50mg 5ml,20.0,12
source_2-88901,oflomac oz 200 mg 500 mg infusion,source_2,True,136.75,112.14,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 200mg ornidazole 500mg,80.2,12
source_6-184574,oflomac oz infusion 100ml,source_6,True,136.75,120.34,macleods pharmaceuticals,VIAL,ofloxacin 200 0 mg ornidazole 500 0 mg,100.0,12
source_6-184575,oflomac oz strip 10 tablet,source_6,True,179.3,154.2,macleods pharmaceuticals,STRIP,ofloxacin 200 0 mg ornidazole 500 0 mg,10.0,12
source_2-88902,oflomac oz suspension,source_2,True,45.9,37.64,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 50mg 5ml ornidazole 125mg 5ml,27.4,12
source_6-184576,oflomac oz syrup 30ml,source_6,True,45.9,40.39,macleods pharmaceuticals,BOTTLE,ofloxacin ornidazole,30.0,12
source_2-88903,oflomac oz tablet,source_2,True,179.3,147.03,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 200mg ornidazole 500mg,20.0,12
source_1-149284,oflomac oz tablet 10,source_1,True,179.0,157.5,macleods pharmaceuticals ltd,Strip | Tablet,ofloxacin 200mg ornidazole 500mg,10.0,12
source_6-184577,oflomac solution 30ml,source_6,True,39.6,33.66,macleods pharmaceuticals,BOTTLE,ofloxacin 50 0 mg,30.0,12
source_6-184578,oflomac solution 60ml,source_6,True,72.6,72.6,macleods pharmaceuticals,BOTTLE,ofloxacin 50 0 mg,60.0,12
source_1-149285,oflomac suspension 30 ml,source_1,True,43.5,38.3,macleods pharmaceuticals ltd,Bottle | Suspension,ofloxacin 50mg,30.0,12
source_3-5752,oflomac suspension 30ml,source_3,True,39.6,33.66,macleods pharmaceuticals pvt ltd,Bottle SUSPENSION,ofloxacin 50 mg 5ml,30.0,12
source_1-149286,oflomac suspension 60 ml,source_1,True,72.5,63.8,macleods pharmaceuticals ltd,Bottle | Suspension,ofloxacin 50mg,60.0,12
source_1-149287,oflomac tz 100mg tablet,source_1,True,115.5,101.6,macleods pharmaceuticals ltd,Strip | Tablet,ofloxacin 200mg tinidazole 600mg,10.0,12
source_2-88904,oflomac tz 200 mg 600 mg tablet,source_2,True,87.5,71.75,macleods pharmaceuticals pvt ltd,Unknown,ofloxacin 200mg tinidazole 600mg,10.0,12
source_1-149288,oflomac tz 200 mg tablet 10,source_1,True,115.5,101.6,macleods pharmaceuticals ltd,Strip | Tablet,ofloxacin 200mg tinidazole 600mg,10.0,12
source_1-149289,oflomac tz 400mg tablet,source_1,True,115.5,101.6,macleods pharmaceuticals ltd,Strip | Tablet,ofloxacin 200mg tinidazole 600mg,10.0,12
source_6-184579,oflomac tz strip 10 tablet,source_6,True,115.5,101.64,macleods pharmaceuticals,STRIP,tinidazole 600 0 mg ofloxacin 200 0 mg,10.0,12
source_6-113747,gutgain bottle 5ml suspension pack 10,source_6,False,490.0,431.2,alkem laboratories ltd,BOTTLE,bacillus clausii 2 0 b,5.0,30
source_7-138431,gutgain oral suspension 5ml,source_7,False,530.0,444.6,alkem laboratories ltd,Unknown,bacillus clausii 2billion spore,10.0,30
source_6-113748,gutgain sachet 1gm,source_6,False,54.0,54.0,alkem laboratories ltd,SACHET,saccharomyces boulardii 5 0 billion cfu bacillus subtilis 1 0 billion cfu,1.0,30
source_1-96544,gutgain sachet 1 gm,source_1,False,54.0,47.52,alkem laboratories ltd,Packet | Powder,unknown,1.0,1
source_1-96545,gutgain suspension 10x5 ml,source_1,False,530.0,466.4,alkem laboratories ltd,Packet | Suspension,bacillus clausii 2billion spore,10.0,30
source_1-103909,insupen blue,source_1,True,675.0,594.0,biocon ltd,Box | Injection,insulin pen,1.0,1
source_6-125694,insupen ez device,source_6,False,741.8,741.8,biocon ltd,BOX,unknown,1.0,1
source_1-103910,insupen ez pen 1,source_1,False,741.8,652.784,biocon ltd,Packet | Device,unknown,1.0,1
source_1-103911,insupen gold,source_1,True,675.0,594.0,biocon ltd,Box | Injection,insulin pen,1.0,1
source_6-125695,insupen gold ease pen,source_6,False,675.0,594.0,biocon ltd,DEVICE,human insulin 100 0 iu,1.0,1
source_1-103912,insupen pro basalog refil 100iu 5x3ml initiation kit,source_1,True,3325.0,2726.5,biocon ltd,Box | Injection,insulin glargine 100iu,1.0,1
source_7-147465,insupen pro insugen 30 70 refill initiation kit,source_7,True,1450.0,1407.0,biocon,Unknown,insulin isophane 70 human insulin 30,1.0,1
source_6-125696,insupen pro device 1 number,source_6,False,1299.0,1078.17,biocon biologics ltd,BOX,unknown,1.0,1
